session_id,station_name,line,session_date,session_hour,duration_min,data_mb,anonymised_user_token,device_type,os_type,gdpr_consent,retention_flag,data_tier
TFL-0002420,Paddington,Circle,2024-09-22,15,78,36.67,TFL-562214-ANON,Laptop,macOS,No,Purged,Public
TFL-0002421,Canary Wharf,District,2023-03-23,15,115,38.25,TFL-311908-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0002422,London Bridge,Northern,2024-01-23,0,29,482.73,TFL-678241-ANON,Mobile,macOS,Yes,Purged,Internal
TFL-0002423,Euston,Circle,2023-01-04,19,56,399.35,TFL-557453-ANON,Tablet,Windows,Yes,Retain,Internal
TFL-0002424,Victoria,Piccadilly,2024-02-25,13,85,448.11,TFL-233053-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0002425,Stratford,Northern,2024-02-18,20,22,439.77,TFL-109397-ANON,Tablet,Android,Yes,Retain,Sensitive
TFL-0002426,London Bridge,District,2024-09-10,10,20,348.64,TFL-623441-ANON,Mobile,Android,Yes,Retain,Sensitive
TFL-0002427,Paddington,Elizabeth,2023-01-24,0,59,402.2,TFL-796384-ANON,Tablet,iOS,Yes,Purged,Internal
TFL-0002428,Waterloo,Central,2023-04-28,17,51,180.08,TFL-580919-ANON,Mobile,Windows,Yes,Purged,Internal
TFL-0002429,Paddington,Northern,2023-12-13,14,66,76.61,TFL-546119-ANON,Mobile,iOS,No,Retain,Sensitive
TFL-0002430,Waterloo,Victoria,2024-05-31,20,80,442.23,TFL-298143-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0002431,Victoria,Victoria,2023-05-02,17,90,186.82,TFL-216491-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0002432,Euston,Elizabeth,2024-11-09,10,31,181.85,TFL-467206-ANON,Laptop,macOS,No,Purged,Internal
TFL-0002433,Heathrow T1,Victoria,2024-10-26,9,86,192.25,TFL-896182-ANON,Laptop,Windows,No,Retain,Public
TFL-0002434,Liverpool Street,Victoria,2024-08-07,6,71,49.85,TFL-246760-ANON,Laptop,Android,No,Retain,Internal
TFL-0002435,Euston,Jubilee,2024-05-23,21,58,28.19,TFL-803740-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0002436,Victoria,District,2024-09-18,17,68,28.82,TFL-776217-ANON,Laptop,Windows,Yes,Purged,Internal
TFL-0002437,Waterloo,Central,2023-08-10,22,110,52.0,TFL-837236-ANON,Laptop,Android,No,Purged,Public
TFL-0002438,Victoria,Northern,2024-11-03,2,2,47.8,TFL-725450-ANON,Mobile,iOS,No,Purged,Public
TFL-0002439,Paddington,Northern,2024-08-27,16,41,432.35,TFL-158120-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0002440,Paddington,Circle,2024-10-18,23,35,27.18,TFL-351199-ANON,Tablet,Windows,Yes,Retain,Public
TFL-0002441,Canary Wharf,Circle,2024-05-29,5,104,386.31,TFL-992435-ANON,Laptop,Windows,No,Purge_Pending,Public
TFL-0002442,Paddington,Central,2023-05-30,8,32,452.84,TFL-205570-ANON,Mobile,Android,Yes,Purged,Internal
TFL-0002443,Euston,Piccadilly,2023-12-26,2,101,39.96,TFL-796560-ANON,Tablet,macOS,Yes,Retain,Sensitive
TFL-0002444,Heathrow T1,Northern,2024-04-27,22,119,255.24,TFL-752995-ANON,Mobile,iOS,No,Purge_Pending,Sensitive
TFL-0002445,Canary Wharf,Jubilee,2023-02-16,23,82,123.03,TFL-361027-ANON,Mobile,Android,Yes,Retain,Internal
TFL-0002446,Stratford,Circle,2024-08-20,8,47,301.53,TFL-499674-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0002447,Heathrow T1,Elizabeth,2024-07-21,7,40,178.86,TFL-958021-ANON,Mobile,iOS,Yes,Retain,Sensitive
TFL-0002448,King's Cross,Elizabeth,2024-11-17,1,78,193.02,TFL-989963-ANON,Tablet,iOS,No,Purged,Public
TFL-0002449,London Bridge,District,2024-02-09,13,92,302.45,TFL-614916-ANON,Tablet,Android,Yes,Retain,Internal
TFL-0002450,Paddington,Central,2023-01-27,1,84,71.4,TFL-533103-ANON,Mobile,Windows,No,Purged,Internal
TFL-0002451,London Bridge,Elizabeth,2024-10-15,15,98,154.49,TFL-670273-ANON,Mobile,iOS,No,Retain,Public
TFL-0002452,Victoria,Central,2024-09-24,8,40,319.72,TFL-979479-ANON,Mobile,iOS,No,Purge_Pending,Internal
TFL-0002453,Victoria,Northern,2024-04-27,20,38,309.15,TFL-348209-ANON,Mobile,macOS,No,Purge_Pending,Public
TFL-0002454,Liverpool Street,Victoria,2024-08-16,15,85,193.16,TFL-708622-ANON,Tablet,Windows,Yes,Purge_Pending,Sensitive
TFL-0002455,London Bridge,Central,2024-11-24,13,69,145.24,TFL-200457-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0002456,Canary Wharf,Piccadilly,2024-09-06,1,17,266.36,TFL-957698-ANON,Mobile,Windows,No,Purge_Pending,Internal
TFL-0002457,Euston,Elizabeth,2024-04-05,18,20,61.83,TFL-354354-ANON,Tablet,Windows,No,Retain,Internal
TFL-0002458,Paddington,Jubilee,2024-11-21,23,31,33.13,TFL-230110-ANON,Mobile,macOS,Yes,Retain,Sensitive
TFL-0002459,London Bridge,Northern,2023-06-01,10,49,152.37,TFL-489120-ANON,Tablet,iOS,Yes,Retain,Public
TFL-0002460,Stratford,Jubilee,2023-05-13,13,75,247.1,TFL-296946-ANON,Mobile,macOS,Yes,Purge_Pending,Internal
TFL-0002461,Waterloo,Jubilee,2023-12-07,19,3,487.79,TFL-491731-ANON,Laptop,macOS,No,Retain,Sensitive
TFL-0002462,Liverpool Street,Central,2023-11-23,15,115,393.45,TFL-386960-ANON,Tablet,Android,No,Retain,Public
TFL-0002463,Waterloo,District,2024-04-03,17,118,293.44,TFL-914656-ANON,Laptop,iOS,Yes,Purge_Pending,Public
TFL-0002464,Liverpool Street,District,2023-12-22,14,19,405.74,TFL-474428-ANON,Tablet,iOS,Yes,Retain,Internal
TFL-0002465,London Bridge,Central,2024-10-23,7,46,227.44,TFL-732932-ANON,Laptop,iOS,No,Retain,Sensitive
TFL-0002466,King's Cross,Circle,2024-03-08,15,105,332.21,TFL-351158-ANON,Mobile,Windows,No,Retain,Internal
TFL-0002467,Canary Wharf,District,2024-02-08,8,11,401.04,TFL-670839-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0002468,Euston,Jubilee,2024-06-19,18,48,487.07,TFL-190046-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0002469,Liverpool Street,Piccadilly,2024-09-10,4,120,480.31,TFL-768229-ANON,Tablet,macOS,Yes,Purge_Pending,Internal
TFL-0002470,Waterloo,District,2024-01-23,19,84,486.79,TFL-363750-ANON,Tablet,Windows,No,Purged,Internal
TFL-0002471,Stratford,Victoria,2023-01-28,10,46,70.52,TFL-394395-ANON,Tablet,macOS,Yes,Purged,Public
TFL-0002472,Stratford,Piccadilly,2023-01-22,15,34,477.59,TFL-240742-ANON,Tablet,macOS,Yes,Purged,Sensitive
TFL-0002473,Stratford,Jubilee,2023-07-24,15,98,483.02,TFL-133985-ANON,Laptop,Android,No,Retain,Public
TFL-0002474,London Bridge,Circle,2023-05-09,23,99,299.9,TFL-872703-ANON,Tablet,iOS,Yes,Retain,Sensitive
TFL-0002475,King's Cross,District,2023-11-08,21,102,210.67,TFL-309759-ANON,Tablet,macOS,Yes,Purge_Pending,Public
TFL-0002476,Liverpool Street,Northern,2023-11-10,18,111,343.87,TFL-422627-ANON,Mobile,Windows,No,Purge_Pending,Public
TFL-0002477,King's Cross,Northern,2024-12-06,11,72,34.68,TFL-961240-ANON,Laptop,iOS,No,Retain,Internal
TFL-0002478,Euston,Victoria,2024-04-27,11,3,67.09,TFL-396898-ANON,Tablet,Android,Yes,Purged,Sensitive
TFL-0002479,Victoria,Circle,2023-02-08,23,57,115.27,TFL-866617-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0002480,London Bridge,Central,2023-08-13,12,42,450.17,TFL-624821-ANON,Mobile,Android,Yes,Purge_Pending,Public
TFL-0002481,Canary Wharf,Piccadilly,2023-01-12,11,100,425.02,TFL-199323-ANON,Tablet,macOS,No,Retain,Sensitive
TFL-0002482,Canary Wharf,Central,2023-02-05,16,29,493.96,TFL-370864-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0002483,Liverpool Street,Jubilee,2024-05-31,13,38,423.73,TFL-870946-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0002484,Canary Wharf,Northern,2024-09-14,13,51,369.87,TFL-565746-ANON,Mobile,Android,Yes,Purged,Public
TFL-0002485,Liverpool Street,Victoria,2024-02-12,3,27,239.0,TFL-567382-ANON,Mobile,Android,No,Retain,Internal
TFL-0002486,London Bridge,Elizabeth,2023-04-20,21,58,0.77,TFL-357022-ANON,Mobile,Android,No,Purge_Pending,Internal
TFL-0002487,Euston,Piccadilly,2024-09-21,1,80,374.61,TFL-614936-ANON,Tablet,Windows,Yes,Purged,Public
TFL-0002488,Stratford,Northern,2024-11-01,6,94,440.59,TFL-444940-ANON,Mobile,iOS,No,Purged,Internal
TFL-0002489,Liverpool Street,Victoria,2023-06-15,14,15,196.28,TFL-221951-ANON,Laptop,Windows,Yes,Retain,Internal
TFL-0002490,Liverpool Street,Piccadilly,2023-08-23,4,29,208.65,TFL-544384-ANON,Tablet,iOS,Yes,Purged,Internal
TFL-0002491,Waterloo,Central,2024-09-28,6,57,292.74,TFL-573966-ANON,Laptop,macOS,No,Purge_Pending,Sensitive
TFL-0002492,Euston,Central,2024-03-21,4,56,329.58,TFL-246032-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0002493,Heathrow T1,Central,2023-04-04,8,93,379.51,TFL-642533-ANON,Tablet,Android,Yes,Retain,Public
TFL-0002494,Liverpool Street,Victoria,2024-01-19,23,50,470.78,TFL-339554-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0002495,Liverpool Street,Circle,2024-07-27,21,40,428.72,TFL-842356-ANON,Mobile,macOS,No,Purged,Public
TFL-0002496,Waterloo,Jubilee,2024-04-21,2,66,94.25,TFL-950773-ANON,Tablet,iOS,No,Purged,Internal
TFL-0002497,Victoria,Central,2023-12-04,5,108,43.5,TFL-298608-ANON,Laptop,Android,Yes,Purge_Pending,Internal
TFL-0002498,Liverpool Street,Elizabeth,2023-05-27,16,46,438.46,TFL-426992-ANON,Mobile,Windows,No,Purge_Pending,Internal
TFL-0002499,Canary Wharf,Central,2024-01-23,3,24,445.76,TFL-119294-ANON,Tablet,Windows,No,Purged,Public
TFL-0002500,London Bridge,Victoria,2024-09-24,12,32,84.69,TFL-496337-ANON,Laptop,macOS,Yes,Purged,Sensitive
TFL-0002501,King's Cross,District,2024-02-11,20,39,17.29,TFL-845528-ANON,Laptop,Windows,No,Purged,Sensitive
TFL-0002502,Paddington,Piccadilly,2023-11-16,19,65,283.33,TFL-913189-ANON,Mobile,iOS,Yes,Purged,Sensitive
TFL-0002503,London Bridge,Victoria,2023-04-27,6,9,348.84,TFL-930239-ANON,Mobile,Windows,No,Purge_Pending,Internal
TFL-0002504,Liverpool Street,Victoria,2023-06-19,5,68,189.89,TFL-792198-ANON,Tablet,iOS,No,Purge_Pending,Internal
TFL-0002505,Canary Wharf,Victoria,2024-01-17,5,4,96.9,TFL-890647-ANON,Mobile,macOS,No,Retain,Public
TFL-0002506,King's Cross,District,2024-03-28,11,33,175.4,TFL-644569-ANON,Mobile,Windows,No,Purged,Internal
TFL-0002507,London Bridge,Victoria,2023-01-13,13,21,422.45,TFL-499475-ANON,Tablet,macOS,Yes,Purge_Pending,Public
TFL-0002508,Victoria,Jubilee,2024-01-06,4,89,8.8,TFL-240608-ANON,Laptop,macOS,Yes,Retain,Public
TFL-0002509,Paddington,Northern,2023-04-04,12,29,357.82,TFL-650183-ANON,Laptop,Android,No,Purge_Pending,Sensitive
TFL-0002510,Canary Wharf,District,2024-01-10,7,92,145.83,TFL-244245-ANON,Laptop,iOS,No,Retain,Public
TFL-0002511,King's Cross,Piccadilly,2024-03-26,0,104,390.69,TFL-434705-ANON,Mobile,macOS,No,Retain,Sensitive
TFL-0002512,Waterloo,Victoria,2023-03-27,6,110,391.7,TFL-956348-ANON,Tablet,Android,Yes,Purged,Public
TFL-0002513,Paddington,Piccadilly,2023-02-12,0,30,440.05,TFL-491782-ANON,Tablet,Windows,Yes,Purge_Pending,Internal
TFL-0002514,Paddington,Jubilee,2023-06-21,19,78,230.43,TFL-882172-ANON,Tablet,Windows,No,Retain,Public
TFL-0002515,King's Cross,Piccadilly,2024-07-14,16,30,293.67,TFL-301686-ANON,Laptop,macOS,No,Purged,Sensitive
TFL-0002516,Liverpool Street,Circle,2024-10-04,23,59,450.77,TFL-774004-ANON,Mobile,Windows,Yes,Purge_Pending,Internal
TFL-0002517,Euston,Northern,2023-03-03,5,33,186.54,TFL-827325-ANON,Mobile,iOS,No,Purge_Pending,Public
TFL-0002518,Waterloo,Northern,2023-04-18,11,25,467.01,TFL-908458-ANON,Tablet,Windows,No,Retain,Sensitive
TFL-0002519,Heathrow T1,Central,2023-06-12,11,61,496.31,TFL-301632-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0002520,Paddington,District,2023-06-10,1,51,36.14,TFL-262321-ANON,Laptop,iOS,Yes,Retain,Sensitive
TFL-0002521,King's Cross,Northern,2023-07-22,11,97,336.14,TFL-488294-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0002522,Victoria,Elizabeth,2024-12-01,21,35,171.81,TFL-667235-ANON,Tablet,Windows,Yes,Purged,Internal
TFL-0002523,Waterloo,Circle,2024-01-04,11,10,493.37,TFL-117791-ANON,Laptop,Android,No,Retain,Public
TFL-0002524,Victoria,Central,2024-10-23,21,15,33.4,TFL-628599-ANON,Laptop,iOS,No,Purge_Pending,Public
TFL-0002525,Paddington,Circle,2024-05-04,21,46,58.43,TFL-770956-ANON,Laptop,iOS,Yes,Purged,Public
TFL-0002526,Canary Wharf,Victoria,2024-02-16,3,47,202.66,TFL-532335-ANON,Tablet,Android,No,Retain,Sensitive
TFL-0002527,Waterloo,Central,2023-07-23,23,4,260.02,TFL-546457-ANON,Mobile,macOS,No,Retain,Public
TFL-0002528,Waterloo,Central,2024-11-22,21,104,67.15,TFL-207817-ANON,Tablet,iOS,No,Purge_Pending,Public
TFL-0002529,Canary Wharf,Central,2023-08-18,2,77,388.64,TFL-389932-ANON,Mobile,macOS,No,Purge_Pending,Sensitive
TFL-0002530,Stratford,Victoria,2024-09-06,3,50,59.08,TFL-993315-ANON,Mobile,Windows,Yes,Purge_Pending,Public
TFL-0002531,Waterloo,Piccadilly,2023-01-24,3,86,461.93,TFL-985513-ANON,Tablet,Android,Yes,Purged,Public
TFL-0002532,Heathrow T1,Jubilee,2023-09-11,3,35,79.49,TFL-725474-ANON,Laptop,Android,Yes,Retain,Internal
TFL-0002533,Heathrow T1,District,2024-02-08,10,20,90.17,TFL-999689-ANON,Mobile,iOS,Yes,Retain,Internal
TFL-0002534,Stratford,District,2024-07-14,2,56,471.64,TFL-233252-ANON,Tablet,iOS,Yes,Purge_Pending,Internal
TFL-0002535,London Bridge,Victoria,2023-04-29,17,77,487.12,TFL-379975-ANON,Mobile,macOS,Yes,Purge_Pending,Sensitive
TFL-0002536,Euston,Jubilee,2024-12-06,12,90,496.01,TFL-602163-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0002537,London Bridge,Northern,2024-08-30,17,19,280.26,TFL-481133-ANON,Mobile,Windows,Yes,Retain,Internal
TFL-0002538,Euston,Elizabeth,2023-07-08,3,30,328.07,TFL-750024-ANON,Mobile,Windows,No,Purged,Public
TFL-0002539,Liverpool Street,Central,2023-05-11,16,52,47.46,TFL-483388-ANON,Tablet,iOS,Yes,Purge_Pending,Public
TFL-0002540,Euston,Victoria,2023-04-29,9,55,191.02,TFL-711308-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0002541,Euston,Central,2023-07-03,19,7,117.67,TFL-717009-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0002542,Victoria,Elizabeth,2024-02-17,14,6,190.44,TFL-514403-ANON,Laptop,Android,No,Retain,Internal
TFL-0002543,Waterloo,Jubilee,2023-09-13,5,105,422.87,TFL-755279-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0002544,Canary Wharf,Victoria,2023-01-20,3,37,377.01,TFL-587228-ANON,Laptop,Windows,No,Purge_Pending,Sensitive
TFL-0002545,Liverpool Street,Victoria,2023-08-08,18,53,143.46,TFL-174956-ANON,Mobile,Android,No,Purge_Pending,Sensitive
TFL-0002546,Liverpool Street,Central,2024-07-17,13,118,420.44,TFL-745938-ANON,Mobile,Windows,Yes,Purged,Public
TFL-0002547,Victoria,Central,2023-10-11,20,60,420.42,TFL-757304-ANON,Tablet,Android,Yes,Purged,Sensitive
TFL-0002548,Paddington,Circle,2024-09-16,2,39,166.39,TFL-432105-ANON,Mobile,macOS,Yes,Purged,Sensitive
TFL-0002549,Waterloo,Jubilee,2023-04-07,8,37,68.74,TFL-821105-ANON,Tablet,iOS,Yes,Retain,Internal
TFL-0002550,Stratford,Central,2024-11-28,9,11,84.22,TFL-859014-ANON,Tablet,iOS,Yes,Purge_Pending,Sensitive
TFL-0002551,Euston,Victoria,2023-11-01,23,116,327.3,TFL-729205-ANON,Mobile,iOS,No,Purged,Internal
TFL-0002552,London Bridge,District,2024-11-09,8,75,299.0,TFL-133588-ANON,Mobile,Windows,No,Purged,Sensitive
TFL-0002553,King's Cross,Piccadilly,2023-02-22,7,2,102.24,TFL-989811-ANON,Tablet,iOS,No,Purge_Pending,Sensitive
TFL-0002554,Victoria,Central,2024-06-25,0,52,49.95,TFL-126678-ANON,Laptop,iOS,No,Purge_Pending,Internal
TFL-0002555,Liverpool Street,District,2024-01-15,7,114,8.58,TFL-193185-ANON,Tablet,iOS,Yes,Purge_Pending,Public
TFL-0002556,Canary Wharf,Circle,2024-05-04,16,104,468.59,TFL-215024-ANON,Tablet,macOS,Yes,Retain,Public
TFL-0002557,Heathrow T1,Piccadilly,2023-12-17,23,31,162.69,TFL-804573-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0002558,Liverpool Street,Jubilee,2024-05-03,8,53,101.67,TFL-191713-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0002559,King's Cross,Northern,2024-03-28,4,116,201.83,TFL-602057-ANON,Tablet,macOS,Yes,Retain,Sensitive
TFL-0002560,Liverpool Street,District,2023-04-30,11,49,323.0,TFL-916574-ANON,Laptop,Windows,Yes,Retain,Internal
TFL-0002561,London Bridge,Central,2023-05-21,3,105,23.23,TFL-478105-ANON,Laptop,Android,No,Purged,Sensitive
TFL-0002562,Canary Wharf,Elizabeth,2024-12-04,10,58,97.98,TFL-228061-ANON,Laptop,macOS,Yes,Retain,Internal
TFL-0002563,Euston,Circle,2024-12-24,9,51,26.77,TFL-887565-ANON,Laptop,macOS,Yes,Retain,Sensitive
TFL-0002564,Paddington,Victoria,2023-08-29,20,105,221.04,TFL-552068-ANON,Mobile,iOS,Yes,Purge_Pending,Sensitive
TFL-0002565,Victoria,District,2024-02-12,2,45,430.59,TFL-853959-ANON,Laptop,iOS,No,Retain,Public
TFL-0002566,Waterloo,Central,2024-03-12,23,15,389.77,TFL-890103-ANON,Mobile,macOS,No,Retain,Internal
TFL-0002567,Victoria,Victoria,2024-06-25,3,85,404.99,TFL-741342-ANON,Mobile,Windows,No,Purged,Internal
TFL-0002568,Liverpool Street,Central,2023-07-01,12,78,185.25,TFL-663892-ANON,Laptop,iOS,No,Purged,Public
TFL-0002569,Canary Wharf,District,2024-07-08,15,119,91.0,TFL-701032-ANON,Laptop,macOS,No,Retain,Internal
TFL-0002570,Canary Wharf,Central,2024-01-09,12,106,222.16,TFL-648039-ANON,Mobile,Android,No,Purge_Pending,Public
TFL-0002571,London Bridge,District,2024-11-24,16,15,310.58,TFL-411219-ANON,Mobile,Windows,Yes,Purged,Sensitive
TFL-0002572,Victoria,Central,2024-04-05,18,23,11.31,TFL-858166-ANON,Tablet,iOS,Yes,Purged,Internal
TFL-0002573,Liverpool Street,Elizabeth,2023-07-22,4,97,337.64,TFL-453719-ANON,Tablet,Windows,No,Purge_Pending,Sensitive
TFL-0002574,Heathrow T1,Piccadilly,2023-08-06,21,69,42.06,TFL-986414-ANON,Tablet,Windows,No,Retain,Sensitive
TFL-0002575,King's Cross,Piccadilly,2023-10-10,19,96,491.17,TFL-570843-ANON,Mobile,iOS,No,Purged,Sensitive
TFL-0002576,King's Cross,Victoria,2024-03-01,22,37,260.76,TFL-413317-ANON,Mobile,Windows,Yes,Retain,Sensitive
TFL-0002577,Victoria,Jubilee,2024-08-03,7,93,132.88,TFL-834934-ANON,Laptop,Android,Yes,Purged,Public
TFL-0002578,Euston,Jubilee,2024-09-24,5,31,152.1,TFL-824074-ANON,Mobile,Windows,No,Purged,Public
TFL-0002579,Heathrow T1,Piccadilly,2023-04-15,18,54,346.68,TFL-188630-ANON,Mobile,Android,No,Purged,Public
TFL-0002580,Euston,Jubilee,2024-02-15,12,55,35.89,TFL-424949-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0002581,London Bridge,Jubilee,2024-06-30,8,7,13.89,TFL-771500-ANON,Tablet,macOS,Yes,Retain,Internal
TFL-0002582,Canary Wharf,Jubilee,2023-01-19,12,63,56.06,TFL-696564-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0002583,Liverpool Street,Central,2023-09-04,15,58,161.72,TFL-569295-ANON,Tablet,Windows,Yes,Retain,Internal
TFL-0002584,Victoria,Circle,2023-08-09,5,8,447.29,TFL-296602-ANON,Mobile,Android,No,Purged,Public
TFL-0002585,Paddington,Northern,2023-12-08,12,113,404.17,TFL-396512-ANON,Laptop,Android,No,Purge_Pending,Internal
TFL-0002586,Liverpool Street,Central,2024-02-15,0,104,254.08,TFL-418694-ANON,Mobile,iOS,No,Purge_Pending,Sensitive
TFL-0002587,Liverpool Street,Central,2024-09-09,0,75,234.06,TFL-676461-ANON,Tablet,macOS,No,Retain,Internal
TFL-0002588,King's Cross,District,2023-08-07,1,52,473.28,TFL-639735-ANON,Tablet,iOS,Yes,Purged,Public
TFL-0002589,Liverpool Street,Piccadilly,2023-04-05,14,96,307.05,TFL-898267-ANON,Laptop,macOS,Yes,Retain,Sensitive
TFL-0002590,London Bridge,Victoria,2023-11-22,9,8,320.64,TFL-648658-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0002591,Liverpool Street,Victoria,2023-06-19,20,21,140.18,TFL-875835-ANON,Tablet,Windows,No,Purge_Pending,Internal
TFL-0002592,Canary Wharf,Central,2023-02-11,7,43,470.96,TFL-271104-ANON,Laptop,macOS,Yes,Retain,Sensitive
TFL-0002593,Liverpool Street,Elizabeth,2024-02-20,2,7,38.24,TFL-554353-ANON,Mobile,macOS,No,Purge_Pending,Internal
TFL-0002594,London Bridge,Piccadilly,2024-05-19,19,101,442.88,TFL-668131-ANON,Laptop,Windows,Yes,Purged,Internal
TFL-0002595,Victoria,Jubilee,2023-02-15,9,31,138.11,TFL-328389-ANON,Laptop,iOS,Yes,Retain,Public
TFL-0002596,Waterloo,Northern,2023-08-21,2,20,22.67,TFL-748473-ANON,Tablet,iOS,No,Purged,Sensitive
TFL-0002597,King's Cross,Piccadilly,2023-04-08,13,70,346.06,TFL-344175-ANON,Laptop,Windows,Yes,Purged,Public
TFL-0002598,Liverpool Street,Circle,2024-03-31,19,44,220.05,TFL-692187-ANON,Tablet,macOS,Yes,Purge_Pending,Public
TFL-0002599,Victoria,Central,2023-02-13,2,76,200.21,TFL-297896-ANON,Mobile,Android,No,Purge_Pending,Public
TFL-0002600,Paddington,Jubilee,2024-10-20,13,22,171.72,TFL-794133-ANON,Laptop,Windows,Yes,Purge_Pending,Public
TFL-0002601,Heathrow T1,Circle,2024-03-08,7,120,407.96,TFL-671845-ANON,Mobile,Android,No,Retain,Sensitive
TFL-0002602,Liverpool Street,Northern,2024-07-11,6,88,477.01,TFL-360842-ANON,Tablet,macOS,No,Purged,Public
TFL-0002603,King's Cross,Piccadilly,2023-10-07,10,101,91.97,TFL-602736-ANON,Tablet,macOS,Yes,Purge_Pending,Internal
TFL-0002604,Canary Wharf,Jubilee,2023-05-21,13,25,346.05,TFL-179363-ANON,Tablet,Windows,No,Purged,Sensitive
TFL-0002605,King's Cross,Elizabeth,2024-06-20,16,47,102.15,TFL-172219-ANON,Laptop,Windows,No,Purged,Internal
TFL-0002606,Canary Wharf,Elizabeth,2023-04-17,23,104,381.58,TFL-784985-ANON,Mobile,Windows,No,Purge_Pending,Sensitive
TFL-0002607,Canary Wharf,Circle,2023-05-26,18,25,321.98,TFL-400352-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0002608,Euston,Circle,2023-01-24,14,3,431.11,TFL-630324-ANON,Laptop,Android,Yes,Purge_Pending,Sensitive
TFL-0002609,Victoria,Jubilee,2024-01-24,2,19,200.88,TFL-519172-ANON,Mobile,Android,Yes,Retain,Sensitive
TFL-0002610,Stratford,Northern,2024-10-18,1,98,314.31,TFL-826691-ANON,Tablet,Windows,Yes,Purge_Pending,Sensitive
TFL-0002611,Waterloo,Jubilee,2024-09-05,0,62,219.87,TFL-231405-ANON,Laptop,Windows,No,Purged,Public
TFL-0002612,Waterloo,Elizabeth,2024-04-30,5,3,215.28,TFL-318609-ANON,Mobile,iOS,No,Purge_Pending,Public
TFL-0002613,Liverpool Street,Elizabeth,2024-02-19,15,44,421.81,TFL-817267-ANON,Tablet,Windows,Yes,Purged,Public
TFL-0002614,London Bridge,Central,2023-11-10,4,66,210.39,TFL-803692-ANON,Mobile,Android,Yes,Purged,Internal
TFL-0002615,Euston,Northern,2023-12-05,12,42,376.16,TFL-600863-ANON,Mobile,Android,No,Purged,Internal
TFL-0002616,Stratford,Northern,2024-07-20,9,58,393.68,TFL-712698-ANON,Laptop,iOS,No,Retain,Public
TFL-0002617,Liverpool Street,Central,2024-01-13,21,12,9.31,TFL-450351-ANON,Tablet,Windows,No,Purge_Pending,Sensitive
TFL-0002618,Heathrow T1,Piccadilly,2023-12-28,7,107,369.31,TFL-455917-ANON,Laptop,Windows,Yes,Retain,Sensitive
TFL-0002619,Paddington,Victoria,2023-09-29,6,51,228.06,TFL-123160-ANON,Tablet,Windows,No,Retain,Internal
TFL-0002620,Victoria,Piccadilly,2024-01-29,0,53,84.74,TFL-792394-ANON,Laptop,iOS,No,Purge_Pending,Internal
TFL-0002621,London Bridge,Central,2023-09-29,8,31,210.83,TFL-105862-ANON,Tablet,Windows,Yes,Retain,Sensitive
TFL-0002622,Victoria,Victoria,2024-08-29,5,83,347.75,TFL-186189-ANON,Mobile,Android,No,Purged,Sensitive
TFL-0002623,King's Cross,Victoria,2023-07-12,4,9,270.2,TFL-810263-ANON,Tablet,Android,Yes,Purge_Pending,Internal
TFL-0002624,Victoria,Victoria,2024-09-10,21,116,379.52,TFL-432447-ANON,Mobile,iOS,Yes,Purge_Pending,Internal
TFL-0002625,Waterloo,Circle,2024-04-05,8,61,241.42,TFL-748250-ANON,Tablet,iOS,Yes,Retain,Public
TFL-0002626,London Bridge,Piccadilly,2024-09-22,4,25,382.11,TFL-518833-ANON,Tablet,Android,No,Purged,Sensitive
TFL-0002627,London Bridge,Central,2024-10-04,1,98,429.32,TFL-587664-ANON,Laptop,iOS,Yes,Retain,Internal
TFL-0002628,Waterloo,Piccadilly,2023-09-08,5,58,422.53,TFL-921055-ANON,Mobile,macOS,Yes,Retain,Public
TFL-0002629,Paddington,Victoria,2024-06-05,9,26,66.42,TFL-938213-ANON,Mobile,Android,No,Purge_Pending,Internal
