record_id,state,county,census_block,provider_id,provider_name,technology_code,technology_name,max_down_mbps,max_up_mbps,consumer,business,low_income_area,rural_flag,population_served,median_income,report_date
FCC-0001987,MA,County_50,830199556,PRVDR-179,AT&T,300,LTE,500,50,1,1,0,0,10046,54610,2024-01-25
FCC-0001988,NJ,County_6,790732094,PRVDR-485,Verizon,10,DSL,50,50,0,0,0,1,22423,133161,2023-05-16
FCC-0001989,CA,County_75,606406644,PRVDR-220,Spectrum,301,5G NR,1000,25,1,1,1,0,13483,41218,2023-07-02
FCC-0001990,WA,County_66,316322469,PRVDR-926,AT&T,70,Fixed Wireless,250,10,1,1,0,1,48006,54392,2024-12-10
FCC-0001991,MA,County_72,899230340,PRVDR-582,AT&T,300,LTE,50,5,1,0,0,1,46511,88524,2024-07-25
FCC-0001992,FL,County_33,792394625,PRVDR-914,T-Mobile,40,Cable,25,5,1,0,0,1,23895,84179,2023-04-03
FCC-0001993,VA,County_14,831927009,PRVDR-733,Optimum,300,LTE,100,50,0,0,0,0,3062,67784,2024-07-06
FCC-0001994,CA,County_93,398558410,PRVDR-408,Spectrum,70,Fixed Wireless,25,10,0,0,0,0,16770,85272,2023-06-29
FCC-0001995,CA,County_57,609249903,PRVDR-359,Verizon,40,Cable,50,25,0,0,0,0,6769,50813,2024-02-02
FCC-0001996,VA,County_93,385912024,PRVDR-728,AT&T,50,Fiber,50,100,1,0,1,1,4060,34839,2024-06-11
FCC-0001997,FL,County_76,548503267,PRVDR-366,Optimum,70,Fixed Wireless,1000,10,0,0,0,1,3703,61567,2023-08-26
FCC-0001998,VA,County_21,663240276,PRVDR-754,Verizon,70,Fixed Wireless,100,3,1,0,0,0,48336,64256,2024-02-04
FCC-0001999,NC,County_1,289289610,PRVDR-692,Optimum,301,5G NR,100,100,0,0,0,1,38821,54188,2023-08-22
FCC-0002000,PA,County_75,223310038,PRVDR-395,AT&T,50,Fiber,250,10,1,0,0,1,26860,69664,2024-05-22
FCC-0002001,VA,County_51,335407674,PRVDR-657,Verizon,301,5G NR,250,50,1,0,0,1,37500,136737,2023-09-04
FCC-0002002,MI,County_45,599010884,PRVDR-799,Verizon,301,5G NR,1000,5,0,1,1,0,32927,27805,2023-12-29
FCC-0002003,FL,County_41,226138931,PRVDR-192,Verizon,70,Fixed Wireless,50,10,0,0,0,0,24662,108760,2024-12-15
FCC-0002004,CA,County_20,415923108,PRVDR-435,AT&T,70,Fixed Wireless,25,50,1,0,0,1,26834,112195,2024-05-25
FCC-0002005,FL,County_57,863934809,PRVDR-675,T-Mobile,10,DSL,25,10,1,0,0,0,36567,130217,2023-11-15
FCC-0002006,PA,County_72,351772773,PRVDR-136,Optimum,300,LTE,250,100,0,1,0,1,24987,123541,2023-02-07
FCC-0002007,WA,County_39,403732541,PRVDR-555,Optimum,300,LTE,50,25,1,1,0,1,27312,131148,2023-03-03
FCC-0002008,VA,County_74,682768028,PRVDR-486,AT&T,40,Cable,50,3,0,1,0,0,48660,92329,2023-02-12
FCC-0002009,PA,County_48,270988861,PRVDR-248,T-Mobile,70,Fixed Wireless,1000,3,0,1,0,0,27617,127271,2024-03-25
FCC-0002010,NC,County_23,340409477,PRVDR-830,AT&T,50,Fiber,1000,25,0,0,1,0,5398,26933,2024-01-22
FCC-0002011,AZ,County_59,949129764,PRVDR-339,Spectrum,70,Fixed Wireless,1000,3,0,1,0,1,5057,92754,2024-02-11
FCC-0002012,AZ,County_81,112872590,PRVDR-322,Spectrum,300,LTE,1000,25,1,0,1,1,16844,34657,2024-04-29
FCC-0002013,AZ,County_44,154922444,PRVDR-176,Verizon,301,5G NR,25,25,0,0,0,0,12123,98264,2023-03-10
FCC-0002014,MI,County_23,142775839,PRVDR-647,Verizon,10,DSL,500,5,1,1,0,1,15689,89124,2023-08-18
FCC-0002015,OH,County_99,217103435,PRVDR-685,Optimum,300,LTE,25,5,1,0,0,1,16381,93833,2023-07-09
FCC-0002016,TX,County_91,819708746,PRVDR-903,Spectrum,300,LTE,25,5,1,0,0,1,18299,52531,2023-08-07
FCC-0002017,MI,County_77,703926336,PRVDR-989,Optimum,10,DSL,250,3,1,1,0,1,8348,55738,2023-07-05
FCC-0002018,NC,County_82,637772851,PRVDR-877,T-Mobile,10,DSL,250,50,0,0,0,1,31928,97296,2023-11-22
FCC-0002019,MI,County_72,377635808,PRVDR-679,AT&T,50,Fiber,100,5,0,0,0,1,14481,149933,2023-12-06
FCC-0002020,NY,County_64,677322735,PRVDR-748,T-Mobile,10,DSL,250,3,1,0,0,1,34715,76739,2024-03-22
FCC-0002021,GA,County_45,928181195,PRVDR-629,AT&T,301,5G NR,50,50,1,1,0,0,34707,125864,2024-08-03
FCC-0002022,IL,County_53,104997586,PRVDR-780,Spectrum,40,Cable,1000,50,1,0,0,0,5907,60814,2024-11-19
FCC-0002023,NC,County_31,294953529,PRVDR-708,Spectrum,10,DSL,25,25,0,1,0,1,25597,50732,2023-12-03
FCC-0002024,VA,County_38,935116166,PRVDR-128,Spectrum,70,Fixed Wireless,100,10,0,1,0,0,25682,65263,2024-10-20
FCC-0002025,WA,County_19,637181100,PRVDR-289,AT&T,301,5G NR,250,3,0,1,0,0,45480,52965,2023-01-29
FCC-0002026,CA,County_38,560049768,PRVDR-715,Optimum,40,Cable,500,5,1,1,0,0,31135,102335,2024-02-05
FCC-0002027,MA,County_89,835551127,PRVDR-246,T-Mobile,301,5G NR,100,3,0,0,0,0,33297,59037,2023-11-06
FCC-0002028,FL,County_80,196287605,PRVDR-808,AT&T,70,Fixed Wireless,50,10,0,1,1,0,19174,29971,2024-06-26
FCC-0002029,AZ,County_2,643229102,PRVDR-193,AT&T,50,Fiber,25,100,0,1,0,0,12513,50603,2023-05-12
FCC-0002030,MA,County_27,873967256,PRVDR-115,Verizon,301,5G NR,100,100,1,1,0,1,15503,88269,2024-11-18
FCC-0002031,CA,County_58,424443661,PRVDR-104,Optimum,10,DSL,50,5,1,0,0,1,27726,105791,2024-01-02
FCC-0002032,PA,County_84,282897290,PRVDR-307,Optimum,40,Cable,25,5,1,1,0,0,16513,140604,2024-02-19
FCC-0002033,NJ,County_10,848146219,PRVDR-977,Verizon,50,Fiber,100,10,0,1,0,1,28845,55573,2024-04-04
FCC-0002034,PA,County_25,622707727,PRVDR-956,Verizon,301,5G NR,500,5,0,0,1,1,13702,31509,2023-01-11
FCC-0002035,MI,County_56,298204219,PRVDR-925,T-Mobile,70,Fixed Wireless,1000,50,1,0,0,1,27493,145393,2024-05-03
FCC-0002036,PA,County_9,237950179,PRVDR-510,Spectrum,40,Cable,1000,100,1,0,0,1,23942,52901,2023-01-06
FCC-0002037,PA,County_12,392979616,PRVDR-604,AT&T,70,Fixed Wireless,25,50,1,0,0,1,31445,130630,2024-07-19
FCC-0002038,MI,County_52,156874060,PRVDR-313,Verizon,10,DSL,50,5,0,1,0,1,35626,90897,2024-06-04
FCC-0002039,NC,County_36,841949103,PRVDR-813,Optimum,40,Cable,50,50,1,0,1,1,45848,47337,2024-09-07
FCC-0002040,MA,County_5,876193300,PRVDR-687,AT&T,300,LTE,25,25,1,1,0,0,25051,142553,2023-10-21
FCC-0002041,NY,County_80,618210395,PRVDR-578,T-Mobile,300,LTE,1000,50,1,0,1,1,32875,45277,2024-02-15
FCC-0002042,OH,County_61,247508020,PRVDR-810,T-Mobile,301,5G NR,1000,5,0,1,0,0,13524,118920,2023-08-23
FCC-0002043,AZ,County_69,718859418,PRVDR-355,Verizon,50,Fiber,1000,100,1,0,1,0,15451,25174,2023-09-24
FCC-0002044,OH,County_57,300083900,PRVDR-650,Spectrum,10,DSL,1000,10,1,1,0,1,20466,76370,2023-04-10
FCC-0002045,MA,County_9,819662911,PRVDR-174,Spectrum,50,Fiber,25,100,0,0,1,1,857,46697,2023-06-18
FCC-0002046,PA,County_5,144485669,PRVDR-808,Spectrum,301,5G NR,500,100,0,1,0,1,44954,65114,2023-09-29
FCC-0002047,FL,County_17,752125793,PRVDR-459,AT&T,50,Fiber,50,3,0,0,0,0,33026,115746,2023-03-10
FCC-0002048,NJ,County_38,738395146,PRVDR-444,AT&T,70,Fixed Wireless,250,100,1,0,0,0,11795,147269,2024-09-23
FCC-0002049,NC,County_3,807793733,PRVDR-548,Verizon,300,LTE,500,50,1,1,0,1,48302,85164,2023-02-07
FCC-0002050,OH,County_96,788123503,PRVDR-245,T-Mobile,70,Fixed Wireless,250,3,1,0,0,0,11305,57849,2024-05-23
FCC-0002051,FL,County_25,914429092,PRVDR-382,AT&T,301,5G NR,50,50,1,0,0,1,7916,54230,2023-04-30
FCC-0002052,VA,County_96,761315103,PRVDR-332,Optimum,301,5G NR,500,3,0,0,1,0,25086,49545,2023-09-16
FCC-0002053,MI,County_69,754359417,PRVDR-287,Spectrum,301,5G NR,50,100,1,1,0,1,14944,87320,2023-06-17
FCC-0002054,VA,County_1,137273810,PRVDR-876,T-Mobile,301,5G NR,25,10,1,0,0,0,19495,128650,2024-12-15
FCC-0002055,OH,County_36,619743373,PRVDR-803,Optimum,300,LTE,250,3,0,0,1,1,1958,43421,2024-07-18
FCC-0002056,WA,County_95,966415059,PRVDR-672,Optimum,301,5G NR,100,10,0,0,0,1,25372,62115,2024-03-14
FCC-0002057,PA,County_11,555325320,PRVDR-819,Spectrum,10,DSL,25,3,1,0,0,1,11694,124324,2024-11-27
FCC-0002058,FL,County_80,788507494,PRVDR-836,Verizon,10,DSL,250,50,1,0,1,1,33978,40145,2024-03-20
FCC-0002059,AZ,County_31,889915288,PRVDR-323,AT&T,50,Fiber,50,25,0,1,1,0,20606,34983,2023-09-27
FCC-0002060,WA,County_98,623555461,PRVDR-980,Spectrum,301,5G NR,1000,50,0,0,0,1,5140,66573,2023-08-28
FCC-0002061,WA,County_55,669688811,PRVDR-298,Spectrum,301,5G NR,25,5,1,1,1,1,38980,30328,2023-10-19
FCC-0002062,IL,County_90,736868035,PRVDR-164,Spectrum,10,DSL,500,25,1,0,0,1,40483,125253,2023-10-27
FCC-0002063,MI,County_33,419934169,PRVDR-978,T-Mobile,70,Fixed Wireless,1000,25,0,1,0,0,6010,59096,2023-03-27
FCC-0002064,NY,County_18,547845238,PRVDR-984,AT&T,300,LTE,25,25,1,1,0,0,44954,87959,2024-04-27
FCC-0002065,MI,County_16,517113244,PRVDR-723,T-Mobile,301,5G NR,250,100,0,1,1,1,45793,26554,2023-04-07
FCC-0002066,CA,County_8,839208649,PRVDR-401,Verizon,70,Fixed Wireless,25,100,0,1,0,1,23694,117030,2024-02-13
FCC-0002067,FL,County_13,844866375,PRVDR-665,Verizon,40,Cable,50,50,0,0,1,1,42362,42132,2023-06-14
FCC-0002068,NY,County_26,670179746,PRVDR-758,Optimum,50,Fiber,500,3,1,0,1,1,24248,44821,2023-11-21
FCC-0002069,WA,County_87,504606605,PRVDR-411,Spectrum,70,Fixed Wireless,25,10,0,0,0,0,29718,78578,2024-09-29
FCC-0002070,NY,County_17,972959717,PRVDR-733,Spectrum,10,DSL,50,25,0,1,1,0,25010,41440,2023-04-14
FCC-0002071,TX,County_56,611248378,PRVDR-638,Optimum,300,LTE,100,50,1,1,1,1,17007,42503,2023-10-27
FCC-0002072,NY,County_84,544642332,PRVDR-950,Optimum,301,5G NR,1000,25,0,1,0,0,19165,53465,2024-11-14
FCC-0002073,MI,County_100,970955818,PRVDR-252,AT&T,10,DSL,500,50,1,0,0,0,18784,112486,2024-02-21
FCC-0002074,TX,County_100,631075403,PRVDR-853,T-Mobile,40,Cable,100,50,0,0,0,0,25029,119228,2023-09-05
FCC-0002075,AZ,County_25,411099467,PRVDR-172,Spectrum,301,5G NR,1000,5,0,0,1,0,29746,46199,2023-02-21
FCC-0002076,CA,County_11,812924664,PRVDR-649,AT&T,70,Fixed Wireless,25,50,1,0,1,1,5930,40083,2024-03-08
FCC-0002077,AZ,County_70,766488104,PRVDR-508,T-Mobile,300,LTE,1000,3,0,1,0,1,34048,97352,2024-09-21
FCC-0002078,OH,County_89,105866741,PRVDR-900,Verizon,300,LTE,25,50,0,0,0,0,15646,92739,2024-02-16
FCC-0002079,WA,County_24,106756581,PRVDR-463,Verizon,70,Fixed Wireless,1000,10,0,1,0,0,44925,115454,2024-10-09
FCC-0002080,VA,County_78,709068832,PRVDR-539,Spectrum,50,Fiber,50,100,0,0,0,1,48011,96808,2023-12-11
FCC-0002081,MI,County_30,116511686,PRVDR-148,Spectrum,301,5G NR,100,10,0,0,0,1,31493,110414,2023-06-27
FCC-0002082,NJ,County_44,754571369,PRVDR-422,T-Mobile,70,Fixed Wireless,25,100,0,0,0,1,39155,67115,2023-05-08
FCC-0002083,CA,County_77,849072208,PRVDR-309,Verizon,50,Fiber,250,3,0,1,0,0,41570,139765,2024-06-15
FCC-0002084,PA,County_68,856525064,PRVDR-981,AT&T,40,Cable,50,100,1,0,1,0,7566,32542,2023-05-09
FCC-0002085,NC,County_97,654501670,PRVDR-234,Optimum,300,LTE,25,25,0,1,0,0,13889,89634,2024-07-02
FCC-0002086,MA,County_64,203728467,PRVDR-231,Optimum,70,Fixed Wireless,500,100,1,1,0,0,5473,63908,2023-02-18
FCC-0002087,NC,County_31,420030660,PRVDR-646,Verizon,40,Cable,1000,50,0,0,0,0,35494,58729,2023-08-14
FCC-0002088,NY,County_19,639582023,PRVDR-985,Optimum,300,LTE,250,100,1,0,0,1,8060,120428,2024-12-16
FCC-0002089,NJ,County_65,313499195,PRVDR-959,Optimum,300,LTE,50,5,1,1,0,1,40305,87808,2024-12-22
FCC-0002090,NY,County_33,857846036,PRVDR-498,Spectrum,300,LTE,500,5,0,1,0,1,14823,60107,2024-06-03
FCC-0002091,WA,County_98,768870457,PRVDR-547,T-Mobile,300,LTE,50,10,1,1,0,1,35218,133674,2023-04-03
FCC-0002092,WA,County_2,513205480,PRVDR-782,AT&T,50,Fiber,25,3,0,1,0,0,4910,76923,2023-08-29
FCC-0002093,VA,County_42,939214975,PRVDR-649,Verizon,301,5G NR,250,100,0,1,0,1,2050,125884,2024-09-18
FCC-0002094,GA,County_28,547398488,PRVDR-166,T-Mobile,70,Fixed Wireless,25,3,0,0,0,0,46685,145018,2023-08-05
FCC-0002095,FL,County_31,892689742,PRVDR-395,Verizon,300,LTE,500,50,1,1,0,0,36630,147361,2024-05-12
FCC-0002096,NJ,County_60,334643956,PRVDR-120,Verizon,70,Fixed Wireless,500,5,1,0,1,1,48725,47442,2024-09-17
FCC-0002097,NJ,County_83,553925622,PRVDR-307,AT&T,301,5G NR,1000,25,1,1,1,0,45100,44819,2024-08-11
FCC-0002098,NC,County_58,251906915,PRVDR-856,Optimum,300,LTE,100,100,0,0,0,0,13761,76191,2024-07-30
FCC-0002099,GA,County_21,237454518,PRVDR-188,AT&T,10,DSL,25,10,1,0,0,0,2052,68819,2024-06-12
FCC-0002100,NC,County_59,782011818,PRVDR-695,Spectrum,300,LTE,100,10,1,1,0,0,12821,104769,2023-10-16
FCC-0002101,MA,County_71,679242436,PRVDR-863,Optimum,10,DSL,100,10,0,0,0,1,3996,55786,2024-04-15
FCC-0002102,FL,County_94,588113706,PRVDR-662,AT&T,70,Fixed Wireless,100,5,0,1,0,1,2664,105247,2024-10-29
FCC-0002103,MI,County_92,119605863,PRVDR-827,Optimum,10,DSL,25,5,0,1,0,1,17783,82253,2024-08-05
FCC-0002104,AZ,County_55,535452130,PRVDR-827,T-Mobile,70,Fixed Wireless,1000,50,1,1,0,1,25836,100258,2023-08-02
FCC-0002105,NC,County_81,298135967,PRVDR-252,Spectrum,40,Cable,250,25,0,1,1,1,33324,31235,2023-04-09
FCC-0002106,MI,County_49,139433791,PRVDR-694,Verizon,40,Cable,250,25,1,0,0,0,45871,147975,2023-09-27
FCC-0002107,TX,County_87,443507453,PRVDR-966,Spectrum,50,Fiber,50,25,1,1,0,1,27267,84057,2024-01-11
FCC-0002108,IL,County_42,184656006,PRVDR-835,T-Mobile,301,5G NR,100,3,1,1,0,1,40239,93625,2024-11-24
FCC-0002109,WA,County_40,843923766,PRVDR-606,Optimum,40,Cable,1000,5,1,1,0,1,42771,65858,2023-03-15
FCC-0002110,MI,County_59,133616629,PRVDR-373,AT&T,50,Fiber,25,50,0,0,0,1,32558,89163,2024-07-24
FCC-0002111,IL,County_84,656194991,PRVDR-801,T-Mobile,300,LTE,100,100,1,0,0,1,32014,79027,2024-02-04
FCC-0002112,MI,County_79,657562736,PRVDR-255,Spectrum,70,Fixed Wireless,1000,100,0,0,1,0,11466,38820,2023-02-23
FCC-0002113,PA,County_73,779284831,PRVDR-835,Spectrum,301,5G NR,25,10,1,1,0,0,41937,125383,2024-09-14
FCC-0002114,GA,County_40,605171215,PRVDR-601,T-Mobile,301,5G NR,100,25,1,0,0,1,47848,138917,2024-05-29
FCC-0002115,FL,County_5,101370499,PRVDR-824,Verizon,301,5G NR,25,5,0,1,0,0,49298,78349,2023-10-28
FCC-0002116,MA,County_39,755033575,PRVDR-751,AT&T,50,Fiber,25,3,1,1,0,0,14012,114963,2024-12-17
FCC-0002117,FL,County_66,662243399,PRVDR-465,Verizon,300,LTE,500,10,0,1,0,1,16298,55100,2024-10-12
FCC-0002118,MI,County_79,373960610,PRVDR-860,Optimum,70,Fixed Wireless,50,25,0,1,0,1,27772,112595,2024-10-28
FCC-0002119,MI,County_11,713947133,PRVDR-374,AT&T,10,DSL,100,3,0,0,1,0,2078,36019,2023-08-31
FCC-0002120,TX,County_43,580670357,PRVDR-687,T-Mobile,40,Cable,1000,25,1,0,0,0,35708,118258,2024-03-08
FCC-0002121,WA,County_1,599285009,PRVDR-411,Verizon,300,LTE,50,100,1,1,0,0,2255,97251,2023-12-25
FCC-0002122,TX,County_35,763608621,PRVDR-577,Verizon,301,5G NR,1000,100,1,1,0,1,14366,63841,2024-02-02
FCC-0002123,WA,County_45,459788345,PRVDR-480,T-Mobile,40,Cable,25,100,1,0,1,1,15904,25420,2024-07-22
FCC-0002124,IL,County_9,826013199,PRVDR-731,Spectrum,70,Fixed Wireless,100,50,1,0,1,1,32041,31807,2023-08-29
FCC-0002125,GA,County_95,561573790,PRVDR-479,T-Mobile,10,DSL,500,50,0,0,1,0,14541,47585,2024-10-02
FCC-0002126,VA,County_71,408487681,PRVDR-345,Spectrum,40,Cable,25,100,0,0,0,1,21723,77639,2023-10-13
FCC-0002127,VA,County_50,510487800,PRVDR-207,Verizon,10,DSL,100,25,1,1,0,1,7516,137141,2023-03-20
FCC-0002128,WA,County_54,751302293,PRVDR-280,AT&T,40,Cable,500,100,0,1,0,0,2617,105902,2023-04-25
FCC-0002129,MI,County_74,881215111,PRVDR-513,Optimum,300,LTE,50,25,1,1,0,0,38318,86869,2024-07-17
FCC-0002130,GA,County_21,288307342,PRVDR-958,T-Mobile,300,LTE,250,25,0,1,1,1,27863,33875,2024-11-23
FCC-0002131,NJ,County_76,914165168,PRVDR-663,Optimum,10,DSL,250,50,0,1,0,1,28046,88367,2023-02-14
FCC-0002132,OH,County_83,247898420,PRVDR-625,AT&T,301,5G NR,25,10,1,0,0,0,5016,136289,2024-08-07
FCC-0002133,PA,County_16,684112033,PRVDR-672,T-Mobile,40,Cable,250,50,1,0,0,0,12484,62341,2024-11-10
FCC-0002134,NJ,County_84,811770645,PRVDR-315,AT&T,70,Fixed Wireless,25,25,0,1,0,1,41731,99406,2023-02-24
FCC-0002135,CA,County_50,999221238,PRVDR-872,Optimum,70,Fixed Wireless,50,50,1,0,1,0,19833,35745,2024-10-28
FCC-0002136,MA,County_68,203290981,PRVDR-467,Verizon,301,5G NR,50,10,0,1,1,1,44854,44205,2024-05-14
FCC-0002137,CA,County_30,499390571,PRVDR-352,T-Mobile,50,Fiber,25,50,0,0,0,1,1157,108203,2023-08-16
FCC-0002138,CA,County_78,931428900,PRVDR-431,Optimum,300,LTE,50,25,1,1,0,1,6263,147298,2023-05-25
FCC-0002139,OH,County_22,821345166,PRVDR-969,Verizon,10,DSL,1000,5,0,1,0,0,44455,138684,2023-08-24
FCC-0002140,IL,County_33,818302851,PRVDR-351,AT&T,40,Cable,100,25,1,0,0,1,7916,68131,2024-06-07
FCC-0002141,WA,County_79,669218223,PRVDR-874,Spectrum,70,Fixed Wireless,1000,100,0,1,0,1,24827,139914,2024-03-04
FCC-0002142,NJ,County_45,664219170,PRVDR-858,T-Mobile,50,Fiber,1000,100,0,0,1,1,28594,41251,2023-03-29
FCC-0002143,IL,County_5,622071422,PRVDR-145,Verizon,301,5G NR,25,25,1,1,0,1,35256,83679,2023-10-04
FCC-0002144,NC,County_91,163737855,PRVDR-273,Optimum,301,5G NR,1000,5,0,1,0,1,34156,56238,2024-09-09
FCC-0002145,PA,County_57,358577899,PRVDR-105,Verizon,70,Fixed Wireless,1000,10,1,1,0,1,13900,96829,2024-11-08
FCC-0002146,NY,County_18,987111437,PRVDR-232,Verizon,50,Fiber,100,10,1,0,1,0,43889,42172,2023-12-26
FCC-0002147,NY,County_54,538715517,PRVDR-639,Spectrum,50,Fiber,500,10,1,1,0,1,6037,113573,2023-11-15
FCC-0002148,NY,County_74,387886251,PRVDR-308,AT&T,50,Fiber,100,100,0,0,0,1,18460,137922,2024-12-09
FCC-0002149,NJ,County_59,242499674,PRVDR-815,Verizon,301,5G NR,100,25,1,0,0,1,45127,121884,2024-09-30
FCC-0002150,VA,County_11,674683630,PRVDR-347,Optimum,10,DSL,100,3,0,0,0,0,39711,125766,2024-12-23
FCC-0002151,NC,County_92,279364495,PRVDR-917,Optimum,10,DSL,100,5,0,1,0,0,25580,76211,2024-09-07
FCC-0002152,CA,County_31,698535653,PRVDR-165,Verizon,10,DSL,500,3,0,0,0,0,12964,144073,2024-12-08
FCC-0002153,CA,County_7,860364489,PRVDR-346,T-Mobile,70,Fixed Wireless,1000,5,1,0,0,1,6144,66108,2023-05-08
FCC-0002154,MI,County_12,989815181,PRVDR-945,T-Mobile,50,Fiber,500,50,0,0,0,1,47182,121215,2024-10-30
FCC-0002155,MA,County_48,549293653,PRVDR-161,Spectrum,300,LTE,100,25,1,1,0,0,21189,144903,2023-12-13
FCC-0002156,AZ,County_44,348878259,PRVDR-903,Verizon,10,DSL,1000,5,0,0,0,1,19297,92882,2023-05-20
FCC-0002157,GA,County_22,368376843,PRVDR-652,Optimum,40,Cable,50,10,0,0,0,1,24639,108530,2023-01-27
FCC-0002158,MA,County_27,953746125,PRVDR-797,Optimum,300,LTE,500,10,0,0,0,1,37690,80262,2023-06-23
FCC-0002159,IL,County_97,374358000,PRVDR-174,T-Mobile,40,Cable,50,25,0,1,0,1,46817,133681,2024-09-30
FCC-0002160,NY,County_38,883276468,PRVDR-487,Spectrum,301,5G NR,250,5,1,0,1,1,32958,40680,2024-01-19
FCC-0002161,AZ,County_93,256544426,PRVDR-345,AT&T,40,Cable,50,5,0,1,0,1,26558,78746,2023-02-05
FCC-0002162,IL,County_77,810425312,PRVDR-951,T-Mobile,70,Fixed Wireless,25,5,0,1,1,1,1142,38710,2024-06-20
FCC-0002163,WA,County_21,824610730,PRVDR-430,T-Mobile,10,DSL,25,50,0,0,0,0,7482,75771,2024-03-02
FCC-0002164,IL,County_69,388932705,PRVDR-345,Verizon,40,Cable,500,50,1,1,1,0,13899,49951,2024-01-05
FCC-0002165,AZ,County_56,650596190,PRVDR-353,T-Mobile,301,5G NR,25,3,0,0,0,0,14966,85659,2023-11-28
FCC-0002166,OH,County_21,297389997,PRVDR-250,T-Mobile,301,5G NR,100,10,1,0,1,1,37719,35941,2024-10-22
FCC-0002167,NY,County_9,825191507,PRVDR-799,Spectrum,50,Fiber,25,5,0,0,1,0,23861,37252,2024-03-06
FCC-0002168,IL,County_55,414202504,PRVDR-749,Verizon,10,DSL,25,10,0,1,0,0,43152,89729,2023-06-25
FCC-0002169,MI,County_32,277557601,PRVDR-556,Optimum,10,DSL,1000,100,1,0,1,1,10995,30768,2023-07-03
FCC-0002170,VA,County_10,639859723,PRVDR-496,Verizon,301,5G NR,100,3,0,1,0,1,13022,55409,2023-07-21
FCC-0002171,MA,County_27,204970536,PRVDR-967,Verizon,50,Fiber,500,10,1,1,0,1,4873,69384,2024-08-23
FCC-0002172,PA,County_27,652666778,PRVDR-224,AT&T,40,Cable,500,50,0,1,0,0,7277,57816,2024-01-13
FCC-0002173,NJ,County_10,531447031,PRVDR-992,Spectrum,50,Fiber,500,25,0,1,0,1,6819,117019,2024-12-10
FCC-0002174,NY,County_62,954595679,PRVDR-218,Verizon,10,DSL,250,3,0,0,0,1,23912,100531,2023-04-09
FCC-0002175,VA,County_45,325432997,PRVDR-903,Optimum,300,LTE,100,5,0,0,1,0,24805,37065,2024-03-11
FCC-0002176,NC,County_88,827422627,PRVDR-157,Optimum,301,5G NR,500,100,0,1,0,0,11123,90089,2024-10-03
FCC-0002177,GA,County_28,140778770,PRVDR-693,Optimum,50,Fiber,250,3,1,1,0,1,21682,139520,2024-07-25
FCC-0002178,VA,County_94,530418053,PRVDR-103,AT&T,50,Fiber,100,50,1,1,0,1,44807,71823,2023-11-18
FCC-0002179,OH,County_58,847783958,PRVDR-348,Optimum,301,5G NR,250,10,1,0,0,1,48297,107817,2024-01-30
FCC-0002180,FL,County_50,481413616,PRVDR-626,Spectrum,10,DSL,250,3,0,1,1,1,44309,42781,2024-02-08
FCC-0002181,IL,County_96,781409336,PRVDR-655,Verizon,301,5G NR,25,50,0,0,0,0,21367,69844,2024-09-02
FCC-0002182,OH,County_31,774640291,PRVDR-505,AT&T,301,5G NR,1000,10,1,0,1,0,28187,49207,2024-02-20
FCC-0002183,CA,County_11,270128132,PRVDR-577,AT&T,10,DSL,100,5,0,1,0,0,21526,74070,2024-06-26
FCC-0002184,MI,County_87,565065760,PRVDR-554,AT&T,10,DSL,100,3,1,0,1,0,39991,39836,2023-11-27
FCC-0002185,FL,County_5,973207084,PRVDR-780,T-Mobile,10,DSL,250,3,0,0,0,0,12785,57855,2023-06-22
FCC-0002186,FL,County_97,691503587,PRVDR-124,T-Mobile,40,Cable,100,25,1,1,0,1,10113,55909,2024-09-24
FCC-0002187,GA,County_12,553773900,PRVDR-997,T-Mobile,40,Cable,250,50,0,1,0,1,34796,128640,2024-02-05
FCC-0002188,PA,County_96,421198813,PRVDR-628,Verizon,50,Fiber,25,5,1,0,0,1,25395,109604,2023-04-24
FCC-0002189,GA,County_25,970021245,PRVDR-951,Optimum,301,5G NR,100,25,0,0,0,0,11578,78349,2023-11-26
FCC-0002190,OH,County_68,167366037,PRVDR-848,Spectrum,40,Cable,250,10,1,1,0,0,36646,101072,2023-04-09
FCC-0002191,IL,County_15,104622267,PRVDR-289,T-Mobile,40,Cable,250,25,1,0,0,0,26026,128988,2023-08-10
FCC-0002192,IL,County_7,424030024,PRVDR-359,Verizon,10,DSL,250,25,0,1,0,0,26831,63060,2024-02-05
FCC-0002193,GA,County_55,198354148,PRVDR-428,Spectrum,70,Fixed Wireless,500,5,1,0,0,0,48478,141704,2023-05-17
FCC-0002194,NY,County_21,484470864,PRVDR-504,Spectrum,301,5G NR,250,25,1,1,0,0,36167,148687,2023-02-03
FCC-0002195,NY,County_87,417454319,PRVDR-507,T-Mobile,10,DSL,50,25,0,0,0,0,49740,77146,2023-08-05
FCC-0002196,GA,County_74,198203613,PRVDR-773,Spectrum,300,LTE,25,50,0,1,0,0,30079,67294,2024-11-11
FCC-0002197,FL,County_43,729835753,PRVDR-599,Spectrum,70,Fixed Wireless,25,10,1,0,0,0,8825,91759,2024-09-19
FCC-0002198,NC,County_96,595883086,PRVDR-578,Spectrum,10,DSL,1000,100,1,1,0,0,3004,75378,2024-01-08
FCC-0002199,NJ,County_66,405925052,PRVDR-756,Spectrum,300,LTE,500,10,0,1,0,0,27484,147018,2023-10-15
