reading_id,sensor_id,sensor_type,zone,latitude,longitude,timestamp,temperature_c,humidity_pct,traffic_count,pedestrian_count,energy_kwh,water_liters,air_quality_index,noise_db,parking_occupancy_pct,battery_pct,signal_strength_dbm,anomaly_flag,data_quality_score
IOT-0002639,SENS-0191,air_quality,Industrial,40.908032,-74.067654,2024-05-02 01:05:08,21.97,87.0,13,95,26.532,700.4,91,51.3,15.1,54.3,-70,0,0.72
IOT-0002640,SENS-0244,energy,Commercial,40.565838,-73.815362,2024-04-21 19:22:06,18.28,57.4,17,180,17.553,852.1,218,90.5,46.8,53.7,-74,1,0.92
IOT-0002641,SENS-0217,parking,Restricted,40.618001,-74.165116,2023-03-20 19:29:21,23.45,35.9,223,21,29.292,865.7,103,63.8,95.5,76.3,-107,0,0.7
IOT-0002642,SENS-0216,pedestrian,Government,40.561847,-73.705649,2023-03-20 10:36:27,13.17,60.5,476,97,2.317,581.4,156,97.0,60.4,45.8,-68,0,0.75
IOT-0002643,SENS-0097,air_quality,Mixed Use,40.812196,-74.227577,2024-11-25 11:58:00,18.88,94.0,194,185,9.633,418.1,210,71.5,57.6,63.2,-69,1,0.79
IOT-0002644,SENS-0326,noise,Government,40.635106,-73.723009,2024-07-10 18:41:29,,45.3,160,178,16.083,465.7,93,39.4,24.3,78.7,-104,0,0.66
IOT-0002645,SENS-0149,air_quality,Green,40.575662,-73.811101,2023-01-26 21:22:54,19.5,39.2,257,51,33.043,772.1,124,55.9,74.9,37.3,-79,0,0.64
IOT-0002646,SENS-0273,parking,Mixed Use,40.897081,-73.81572,2024-02-05 23:00:28,22.09,27.0,261,13,18.436,816.7,261,102.5,63.9,87.0,-59,1,0.84
IOT-0002647,SENS-0268,energy,Government,40.54077,-74.032171,2023-06-23 15:15:16,23.98,61.3,365,,0.573,363.8,250,100.2,10.9,59.4,-63,1,0.99
IOT-0002648,SENS-0247,parking,Mixed Use,40.804265,-73.917334,2023-03-14 14:36:51,25.66,29.9,386,151,22.43,408.7,53,79.3,91.7,76.3,-44,0,0.69
IOT-0002649,SENS-0371,energy,Green,40.90509,-74.083074,2024-01-11 15:12:10,26.11,21.3,38,,7.848,592.0,241,68.5,40.5,77.2,-85,1,0.68
IOT-0002650,SENS-0195,energy,Restricted,40.595827,-74.13836,2023-01-23 13:53:18,18.04,52.6,56,,1.549,17.8,119,98.1,11.6,28.4,-83,0,0.61
IOT-0002651,SENS-0089,parking,Residential,40.587442,-74.141797,2023-07-13 11:48:17,24.34,89.2,253,139,36.204,389.1,34,96.0,3.0,91.2,-81,0,0.7
IOT-0002652,SENS-0242,water,Government,40.893618,-74.155359,2024-08-25 10:44:25,21.86,27.1,48,70,9.446,74.5,275,59.8,28.4,77.0,-54,1,1.0
IOT-0002653,SENS-0356,temperature,Green,40.520725,-73.989009,2023-01-27 01:19:23,9.6,21.7,347,1,28.97,463.8,295,90.9,58.7,11.2,-42,1,0.89
IOT-0002654,SENS-0459,water,Restricted,40.731868,-74.222667,2023-05-06 04:55:31,19.57,84.2,279,94,34.42,831.9,83,107.5,33.9,34.3,-93,0,0.82
IOT-0002655,SENS-0169,parking,Industrial,40.657701,-73.8002,2023-04-03 14:18:13,7.33,92.1,437,14,45.235,730.8,123,35.6,12.8,30.0,-70,0,0.98
IOT-0002656,SENS-0423,temperature,Green,40.691064,-73.750372,2023-07-28 02:58:26,21.68,74.9,31,49,3.638,183.1,207,32.2,83.1,6.2,-85,1,0.97
IOT-0002657,SENS-0195,energy,Government,40.782331,-73.845369,2023-07-08 08:59:59,17.88,61.8,463,108,32.692,195.0,34,43.9,11.5,25.0,-58,0,0.7
IOT-0002658,SENS-0404,traffic,Industrial,40.522134,-73.981032,2024-02-23 00:42:54,-0.18,48.1,352,59,24.629,902.1,219,,99.5,10.2,-99,1,0.85
IOT-0002659,SENS-0347,temperature,Transit,40.906723,-73.917713,2023-01-16 10:41:23,7.85,25.3,320,179,46.638,435.3,24,44.3,99.6,32.1,-44,0,0.75
IOT-0002660,SENS-0022,noise,Government,40.685682,-73.98477,2024-07-22 06:18:08,17.53,75.2,272,11,12.247,542.3,218,33.8,37.6,63.6,-110,1,0.74
IOT-0002661,SENS-0288,water,Mixed Use,40.679958,-73.972977,2023-09-06 03:35:05,29.12,54.5,33,111,35.446,898.7,181,99.9,76.7,63.2,-69,0,0.96
IOT-0002662,SENS-0036,pedestrian,Commercial,40.704067,-73.742448,2023-06-06 06:04:20,19.42,64.4,311,64,29.443,481.3,208,36.7,52.0,46.8,-96,1,0.71
IOT-0002663,SENS-0311,air_quality,Mixed Use,40.692722,-74.05116,2023-12-09 18:10:57,25.64,74.3,1,127,32.303,923.0,157,38.3,50.6,70.2,-83,0,0.75
IOT-0002664,SENS-0448,temperature,Industrial,40.801518,-74.068384,2024-11-09 00:36:24,19.08,49.3,439,52,35.481,283.1,137,102.5,75.1,92.6,-60,0,0.82
IOT-0002665,SENS-0267,water,Restricted,40.569747,-73.903386,2024-05-09 20:50:43,17.23,79.8,452,44,29.289,13.0,244,41.8,35.7,27.8,-92,1,0.8
IOT-0002666,SENS-0189,temperature,Transit,40.892578,-74.11482,2024-03-07 08:18:42,12.05,27.5,299,13,24.854,814.2,253,107.1,93.3,79.1,-51,1,0.75
IOT-0002667,SENS-0226,noise,Industrial,40.554758,-74.091459,2023-09-23 00:18:28,21.75,59.8,-1,56,30.888,962.6,211,49.5,92.6,28.2,-60,1,0.62
IOT-0002668,SENS-0225,energy,Restricted,40.52877,-74.222103,2024-11-16 11:42:00,31.02,90.0,79,136,12.359,344.2,193,97.4,84.5,41.0,-60,0,0.92
IOT-0002669,SENS-0294,noise,Commercial,40.698314,-74.208552,2024-02-02 11:29:24,,69.5,88,126,15.827,196.0,263,109.1,77.3,51.8,-108,1,0.78
IOT-0002670,SENS-0306,energy,Mixed Use,40.607311,-74.142529,2023-05-28 14:06:17,6.16,47.6,494,157,39.205,554.9,276,45.2,90.5,87.2,-62,1,0.61
IOT-0002671,SENS-0330,air_quality,Green,40.901677,-74.009303,2023-04-16 09:22:09,5.67,,15,171,43.981,227.6,187,78.0,37.7,98.7,-47,0,0.65
IOT-0002672,SENS-0264,temperature,Green,40.665235,-73.887523,2024-07-02 22:51:29,21.41,61.0,409,131,36.151,378.3,54,58.8,,66.3,-42,0,0.68
IOT-0002673,SENS-0292,parking,Commercial,40.732225,-74.23306,2023-10-08 07:39:45,34.07,92.4,400,114,20.524,633.3,,91.4,70.0,96.7,-79,0,0.63
IOT-0002674,SENS-0069,energy,Industrial,40.560311,-74.237377,2024-10-04 12:59:30,23.6,50.1,246,11,45.539,869.8,205,45.2,44.0,30.7,-109,1,0.72
IOT-0002675,SENS-0022,air_quality,Green,40.662218,-73.739724,2023-04-03 09:57:51,20.1,77.5,492,62,3.985,220.8,248,59.4,71.6,49.5,-50,1,0.91
IOT-0002676,SENS-0454,temperature,Restricted,40.511833,-73.73788,2024-08-01 21:20:04,,59.1,32,169,49.343,140.8,273,101.4,79.3,87.2,-46,1,0.75
IOT-0002677,SENS-0408,traffic,Commercial,40.845179,-74.146031,2024-05-19 08:02:17,29.68,,492,164,13.85,285.1,283,39.0,66.6,18.3,-101,1,0.72
IOT-0002678,SENS-0475,noise,Mixed Use,40.615722,-74.047655,2024-11-04 23:42:07,12.5,60.8,89,13,19.578,756.0,11,93.4,67.4,49.8,-68,0,0.98
IOT-0002679,SENS-0229,parking,Residential,40.899136,-74.093142,2024-01-01 06:29:29,18.02,49.9,90,198,5.556,436.5,266,81.7,45.3,57.3,-80,1,0.6
IOT-0002680,SENS-0308,noise,Commercial,40.623014,-73.784469,2023-12-21 19:58:00,,88.8,27,47,19.675,687.3,197,80.1,65.4,10.8,-70,0,0.9
IOT-0002681,SENS-0253,water,Green,40.904013,-74.193709,2023-10-18 04:10:34,20.83,72.3,279,31,25.955,359.9,281,109.2,76.0,30.2,-50,1,0.94
IOT-0002682,SENS-0313,noise,Restricted,40.719592,-74.184259,2024-11-03 22:54:35,15.15,67.6,403,79,0.938,171.7,207,103.8,56.4,11.2,-72,1,0.62
IOT-0002683,SENS-0469,air_quality,Green,40.535947,-73.814992,2023-02-22 13:22:03,,84.6,160,187,49.021,720.7,152,65.1,39.2,85.0,-83,0,0.95
IOT-0002684,SENS-0169,water,Restricted,40.867248,-73.838293,2024-12-12 08:12:45,16.8,72.3,325,80,32.269,582.5,273,32.2,,54.8,-93,1,0.79
IOT-0002685,SENS-0241,traffic,Green,40.529788,-73.812896,2023-10-17 07:53:58,19.24,50.5,-1,55,49.669,188.4,19,39.2,,91.8,-82,1,0.65
IOT-0002686,SENS-0290,water,Residential,40.659349,-73.779793,2023-01-13 17:44:09,25.9,73.3,384,156,40.548,769.4,79,85.4,54.0,45.4,-47,0,0.93
IOT-0002687,SENS-0407,air_quality,Transit,40.694359,-74.156254,2024-03-24 03:32:24,21.28,41.3,178,133,11.502,930.8,260,71.4,83.2,24.5,-84,1,0.68
IOT-0002688,SENS-0155,noise,Transit,40.570312,-73.90549,2023-01-05 06:36:08,25.99,54.0,185,138,19.661,279.2,189,77.1,66.5,33.4,-43,0,0.7
IOT-0002689,SENS-0297,traffic,Transit,40.792449,-74.162961,2023-02-18 14:44:40,23.81,29.7,26,18,9.11,468.3,66,97.6,17.5,26.9,-60,0,0.91
IOT-0002690,SENS-0043,traffic,Mixed Use,40.777604,-73.933386,2023-09-21 00:26:05,27.37,93.7,354,,48.849,,278,53.2,37.8,40.2,-72,1,0.68
IOT-0002691,SENS-0209,pedestrian,Commercial,40.549063,-74.221,2023-11-13 20:36:04,17.24,71.9,17,23,28.534,473.9,72,103.9,69.4,98.6,-102,0,0.71
IOT-0002692,SENS-0309,energy,Commercial,40.686836,-73.812993,2024-05-16 11:20:19,14.56,64.2,80,106,17.463,,46,55.0,98.7,8.8,-45,0,0.72
IOT-0002693,SENS-0447,pedestrian,Restricted,40.820293,-74.221414,2023-08-20 17:31:56,20.64,72.5,184,31,15.922,393.8,183,,37.9,28.3,-106,0,0.9
IOT-0002694,SENS-0310,water,Residential,40.810438,-73.71921,2024-09-27 14:02:29,13.78,36.5,16,197,5.182,684.6,244,61.9,17.1,23.6,-40,1,0.73
IOT-0002695,SENS-0347,parking,Residential,40.766829,-73.862102,2023-01-02 11:37:05,25.25,72.5,110,115,33.673,385.8,165,36.0,13.5,75.4,-58,0,0.7
IOT-0002696,SENS-0408,pedestrian,Commercial,40.906391,-74.152181,2023-10-26 07:23:28,24.95,36.8,107,178,36.338,292.2,12,96.7,53.1,29.4,-100,0,0.92
IOT-0002697,SENS-0178,pedestrian,Restricted,40.90101,-74.104654,2024-03-09 18:18:47,20.14,48.3,403,0,2.81,447.2,,106.1,32.5,54.9,-66,0,0.8
IOT-0002698,SENS-0044,noise,Restricted,40.712944,-73.891229,2024-01-04 14:31:30,20.85,,4,32,37.994,427.7,19,87.9,87.7,36.2,-71,0,0.92
IOT-0002699,SENS-0094,traffic,Restricted,40.602956,-73.891439,2024-09-30 15:32:12,31.06,21.7,46,76,11.203,671.3,60,52.6,11.1,43.6,-46,0,0.95
IOT-0002700,SENS-0346,water,Mixed Use,40.621182,-73.893039,2024-11-22 17:39:03,10.73,43.1,50,180,14.501,341.4,103,67.8,5.6,40.8,-108,0,0.93
IOT-0002701,SENS-0360,noise,Transit,40.892251,-74.039582,2024-10-30 00:51:31,30.51,89.6,463,4,32.775,898.7,76,104.3,82.6,98.4,-59,0,0.85
IOT-0002702,SENS-0067,energy,Industrial,40.887479,-73.935491,2024-05-02 05:33:10,15.33,68.1,76,148,12.3,365.0,112,68.2,23.3,64.9,-110,0,0.77
IOT-0002703,SENS-0482,water,Commercial,40.715503,-74.04935,2023-06-15 22:22:30,23.71,91.7,42,43,48.133,221.4,186,44.6,16.1,82.6,-108,0,0.87
IOT-0002704,SENS-0496,air_quality,Residential,40.743127,-73.741295,2024-08-08 01:34:32,14.69,94.6,209,27,27.862,,0,106.7,70.0,17.3,-106,0,0.6
IOT-0002705,SENS-0262,air_quality,Industrial,40.891836,-73.921784,2024-12-18 22:02:21,9.07,54.9,403,104,14.357,276.9,132,40.3,71.0,10.3,-54,0,0.67
IOT-0002706,SENS-0271,parking,Government,40.814174,-73.803702,2023-06-25 06:27:54,20.11,,56,79,34.739,549.7,231,56.1,48.8,38.9,-72,1,0.62
IOT-0002707,SENS-0181,pedestrian,Industrial,40.905829,-74.028213,2023-04-16 10:44:50,23.78,91.7,114,11,38.94,,164,95.4,50.1,56.4,-71,0,0.8
IOT-0002708,SENS-0375,water,Industrial,40.594028,-73.892953,2023-01-19 03:00:57,,41.8,-1,150,14.142,362.9,74,40.7,56.7,47.9,-87,1,0.82
IOT-0002709,SENS-0353,parking,Mixed Use,40.533975,-73.710366,2023-02-21 13:52:37,18.67,76.0,11,8,15.944,843.0,30,39.6,45.5,76.8,-81,0,0.63
IOT-0002710,SENS-0430,traffic,Industrial,40.893581,-73.757183,2024-12-24 00:47:00,16.56,88.2,-1,63,25.577,880.4,258,41.5,66.7,33.8,-52,1,0.97
IOT-0002711,SENS-0467,temperature,Industrial,40.683999,-74.127271,2024-03-31 07:19:53,17.18,20.5,16,186,44.645,609.7,,52.6,4.3,86.5,-74,0,0.93
IOT-0002712,SENS-0254,water,Mixed Use,40.881821,-74.031048,2023-09-23 19:37:43,12.85,31.3,-1,40,41.539,980.8,177,71.6,,62.5,-46,1,0.92
IOT-0002713,SENS-0136,parking,Government,40.771149,-74.194422,2023-12-04 04:32:23,16.94,68.7,1,2,28.042,397.7,30,46.3,,80.6,-44,0,0.78
IOT-0002714,SENS-0026,traffic,Transit,40.856866,-74.182046,2024-10-28 16:43:52,35.12,27.1,363,65,0.934,661.7,179,85.0,84.3,17.3,-49,0,0.83
IOT-0002715,SENS-0012,pedestrian,Restricted,40.727411,-73.764201,2023-06-14 21:29:38,6.6,23.2,66,190,41.814,126.9,202,94.1,89.2,29.2,-101,1,0.72
IOT-0002716,SENS-0322,energy,Industrial,40.617423,-73.784792,2023-06-09 15:09:49,22.16,63.6,265,43,16.254,306.6,,77.1,27.4,82.1,-68,0,0.95
IOT-0002717,SENS-0292,temperature,Transit,40.824896,-74.13261,2024-11-14 20:51:10,17.98,56.4,156,50,3.065,790.5,64,88.0,19.0,60.1,-67,0,0.86
IOT-0002718,SENS-0187,temperature,Government,40.547327,-74.029268,2024-09-19 19:44:47,19.93,93.4,14,170,6.652,583.8,59,82.8,26.4,56.0,-51,0,0.73
IOT-0002719,SENS-0332,traffic,Industrial,40.587912,-74.201598,2024-05-17 16:33:17,16.72,53.7,145,21,45.272,770.0,169,84.2,96.7,70.1,-51,0,0.98
IOT-0002720,SENS-0356,temperature,Commercial,40.798607,-74.220471,2023-06-16 08:08:29,8.55,55.4,87,134,46.731,320.7,36,50.6,17.7,33.9,-84,0,0.74
IOT-0002721,SENS-0103,noise,Industrial,40.802692,-74.174896,2024-12-21 00:47:33,15.02,28.0,196,190,30.805,821.2,130,74.6,50.1,8.2,-48,0,0.97
IOT-0002722,SENS-0176,air_quality,Residential,40.654483,-74.202176,2024-11-02 18:51:12,34.74,51.3,371,73,48.752,6.5,259,52.4,97.1,36.3,-40,1,0.64
IOT-0002723,SENS-0175,parking,Restricted,40.647631,-73.958263,2024-10-02 02:18:50,20.01,49.3,486,58,24.573,0.7,227,72.0,31.5,64.1,-82,1,0.81
IOT-0002724,SENS-0417,noise,Transit,40.746663,-73.8503,2024-03-07 10:08:20,29.66,40.1,169,198,34.531,345.9,184,78.0,31.3,82.5,-63,0,0.66
IOT-0002725,SENS-0056,air_quality,Mixed Use,40.775241,-73.870051,2024-02-05 19:41:41,23.58,68.7,310,131,33.976,483.1,99,64.4,20.8,22.4,-46,0,0.98
IOT-0002726,SENS-0073,pedestrian,Industrial,40.722138,-74.183229,2023-09-01 08:38:10,29.68,82.0,94,98,22.209,499.2,237,105.8,88.8,28.8,-52,1,0.79
IOT-0002727,SENS-0280,noise,Restricted,40.842884,-73.908432,2023-04-24 16:37:08,11.15,78.3,254,27,24.69,305.1,84,98.6,5.9,79.0,-105,0,0.73
IOT-0002728,SENS-0362,air_quality,Commercial,40.568675,-73.815626,2023-08-12 01:00:11,21.63,22.9,362,4,,565.6,7,93.2,92.2,84.3,-91,0,0.8
IOT-0002729,SENS-0132,pedestrian,Commercial,40.690447,-73.785462,2024-07-05 02:11:11,8.69,68.9,158,175,0.72,559.6,283,61.7,,57.9,-103,1,0.82
IOT-0002730,SENS-0057,energy,Commercial,40.873611,-74.24571,2024-11-28 13:37:14,,32.9,90,57,41.837,94.8,29,96.2,33.2,86.0,-83,0,0.78
IOT-0002731,SENS-0382,noise,Government,40.79834,-73.829911,2024-01-08 05:57:11,18.73,87.0,128,,45.066,257.0,217,,33.9,21.1,-41,1,0.94
IOT-0002732,SENS-0244,energy,Mixed Use,40.663349,-74.214394,2024-07-04 23:36:02,15.59,45.2,297,123,33.569,461.6,,71.8,50.6,92.9,-86,0,0.61
IOT-0002733,SENS-0371,parking,Commercial,40.758384,-73.712561,2023-10-05 09:04:55,17.24,69.9,316,9,15.984,964.0,,30.7,60.4,94.6,-77,0,0.98
IOT-0002734,SENS-0107,pedestrian,Residential,40.818957,-73.916967,2024-02-19 06:58:17,13.41,78.6,14,65,,2.5,231,56.7,81.0,45.4,-75,1,0.69
IOT-0002735,SENS-0443,noise,Restricted,40.868396,-74.083702,2023-12-16 00:36:11,21.04,23.0,223,34,30.609,209.0,51,,61.0,21.2,-68,0,0.62
IOT-0002736,SENS-0287,parking,Commercial,40.864304,-73.713254,2023-10-28 10:09:14,31.73,54.5,112,27,13.061,909.0,278,95.6,19.5,33.5,-85,1,0.76
IOT-0002737,SENS-0035,temperature,Residential,40.805068,-74.034938,2023-04-16 03:17:25,-3.85,46.5,217,71,3.183,396.9,105,58.1,97.3,54.7,-52,0,0.87
IOT-0002738,SENS-0425,energy,Transit,40.849876,-73.909338,2023-03-16 19:43:33,19.51,,395,150,6.157,102.9,48,81.4,77.8,59.8,-50,0,0.91
IOT-0002739,SENS-0042,noise,Transit,40.624024,-73.787945,2024-08-26 21:35:35,13.5,74.9,54,169,41.15,831.2,220,90.5,5.5,19.1,-98,1,0.86
IOT-0002740,SENS-0123,air_quality,Commercial,40.807473,-74.189985,2024-07-29 11:24:26,19.83,38.7,189,173,45.636,150.5,43,90.6,31.0,99.3,-107,0,0.83
IOT-0002741,SENS-0430,temperature,Restricted,40.56362,-74.155946,2023-01-08 23:30:37,24.69,64.2,373,173,49.831,893.0,25,77.9,65.0,80.1,-109,0,0.94
IOT-0002742,SENS-0437,temperature,Transit,40.733303,-73.745942,2023-04-20 16:29:34,13.52,71.7,317,111,15.798,654.0,,58.3,5.5,38.8,-90,0,0.84
IOT-0002743,SENS-0264,traffic,Government,40.523703,-74.144209,2023-10-05 20:42:43,12.1,43.7,426,98,21.245,931.0,252,78.9,27.2,58.3,-90,1,0.89
IOT-0002744,SENS-0379,pedestrian,Green,40.588984,-73.983865,2024-09-15 21:53:08,17.49,87.6,422,37,36.724,977.8,28,101.0,65.8,67.2,-82,0,0.98
IOT-0002745,SENS-0168,water,Restricted,40.636553,-74.22341,2023-06-03 23:48:46,8.87,71.4,430,77,30.575,49.2,75,97.5,99.1,50.0,-51,0,0.79
IOT-0002746,SENS-0313,noise,Government,40.655165,-74.090531,2024-10-31 16:01:03,17.93,20.0,311,3,8.138,193.4,129,36.9,79.4,67.2,-42,0,0.9
IOT-0002747,SENS-0401,traffic,Industrial,40.849384,-73.793585,2023-06-11 11:59:43,36.75,29.0,69,143,17.039,,284,,89.9,6.6,-52,1,0.92
IOT-0002748,SENS-0290,water,Residential,40.529474,-73.786892,2023-04-06 22:16:02,17.36,68.9,291,200,47.734,340.0,143,31.6,20.3,87.5,-41,0,0.75
IOT-0002749,SENS-0255,traffic,Mixed Use,40.666631,-74.031328,2024-07-17 15:33:51,,79.4,116,177,12.036,927.4,103,47.7,75.6,20.1,-82,0,0.87
IOT-0002750,SENS-0479,noise,Government,40.600073,-74.087555,2024-10-16 12:03:19,16.91,48.8,31,187,29.765,742.3,271,62.9,33.8,17.6,-74,1,0.66
IOT-0002751,SENS-0007,temperature,Transit,40.621304,-73.813419,2023-05-16 05:28:01,15.53,,433,15,17.892,399.6,123,98.1,24.6,29.1,-104,0,0.97
IOT-0002752,SENS-0218,air_quality,Restricted,40.538372,-74.112473,2024-05-01 11:43:07,21.02,73.5,281,73,3.39,313.0,75,30.2,30.5,83.4,-45,0,0.71
IOT-0002753,SENS-0263,water,Transit,40.720101,-73.878343,2023-12-14 18:35:22,16.03,45.0,57,71,48.643,99.1,120,56.6,41.5,59.9,-65,0,0.86
IOT-0002754,SENS-0126,parking,Commercial,40.846082,-74.198433,2023-11-22 10:14:05,12.47,65.3,81,151,18.424,96.0,96,69.6,38.3,30.5,-51,0,0.96
IOT-0002755,SENS-0142,temperature,Government,40.874888,-73.76056,2023-04-17 00:45:52,25.56,67.5,255,187,41.391,156.2,4,50.0,14.8,55.7,-74,0,0.83
IOT-0002756,SENS-0184,water,Transit,40.823689,-73.892012,2023-04-06 22:32:25,19.49,22.7,388,,11.756,960.7,,73.9,40.1,6.6,-42,0,0.72
IOT-0002757,SENS-0226,water,Green,40.766828,-73.933724,2023-11-21 15:39:57,17.9,31.0,13,5,47.668,251.6,286,77.9,95.2,41.6,-59,1,0.71
IOT-0002758,SENS-0117,traffic,Transit,40.677063,-74.169139,2024-08-25 04:21:40,10.26,60.1,302,194,46.426,242.9,,61.1,64.0,91.1,-100,0,0.8
IOT-0002759,SENS-0462,water,Green,40.51513,-74.147744,2024-08-10 01:17:06,21.67,49.6,72,66,27.418,927.4,164,100.1,37.7,48.2,-43,0,0.95
IOT-0002760,SENS-0151,energy,Mixed Use,40.812933,-73.728217,2023-08-10 21:16:33,17.47,59.5,66,173,16.567,332.4,211,93.3,56.4,67.7,-91,1,0.92
IOT-0002761,SENS-0066,pedestrian,Industrial,40.71352,-74.201788,2023-03-22 20:30:52,17.05,64.6,94,193,29.924,127.0,287,52.3,41.5,66.1,-110,1,0.8
IOT-0002762,SENS-0050,traffic,Mixed Use,40.88311,-74.207272,2024-01-07 18:10:11,29.53,77.3,106,95,22.554,460.0,295,31.6,77.8,52.3,-93,1,0.74
IOT-0002763,SENS-0230,water,Transit,40.69422,-74.238645,2024-11-02 07:04:31,22.89,53.5,180,121,9.298,675.0,84,31.8,36.7,67.4,-52,0,0.88
IOT-0002764,SENS-0382,noise,Green,40.595545,-74.237355,2023-05-17 17:55:16,20.65,,133,148,47.867,,118,90.5,39.0,14.7,-103,0,0.88
IOT-0002765,SENS-0023,water,Restricted,40.615699,-74.218067,2024-08-03 07:31:40,17.83,57.6,100,42,16.899,474.8,80,,71.3,45.7,-105,0,0.96
IOT-0002766,SENS-0470,air_quality,Mixed Use,40.514367,-73.889382,2024-02-06 05:03:50,20.74,74.3,217,121,2.42,221.0,41,75.1,22.2,5.6,-100,0,0.73
IOT-0002767,SENS-0309,noise,Industrial,40.783202,-73.999441,2024-11-10 11:17:42,17.26,67.8,232,27,6.579,17.5,179,86.0,61.1,96.7,-41,0,0.93
IOT-0002768,SENS-0420,parking,Commercial,40.854746,-73.981884,2023-03-28 02:15:16,21.35,34.7,81,16,47.734,645.7,185,97.2,8.4,27.7,-93,0,0.72
IOT-0002769,SENS-0060,traffic,Restricted,40.674924,-74.231224,2023-11-13 21:06:43,9.9,34.7,395,12,22.189,237.0,19,59.2,62.1,54.7,-79,0,0.68
IOT-0002770,SENS-0365,air_quality,Mixed Use,40.715457,-73.963903,2023-06-14 06:51:18,7.88,87.9,196,167,45.955,684.8,,50.7,27.9,99.3,-89,0,0.76
IOT-0002771,SENS-0452,traffic,Mixed Use,40.617588,-73.757307,2024-07-26 21:20:45,20.42,87.0,39,145,46.821,715.6,26,62.0,65.8,60.6,-93,0,0.98
IOT-0002772,SENS-0458,water,Residential,40.669983,-73.793337,2023-01-11 07:36:45,16.65,89.8,34,90,21.975,366.4,218,92.8,,16.7,-104,1,0.6
IOT-0002773,SENS-0091,air_quality,Transit,40.785242,-73.940096,2023-09-04 22:36:14,14.88,75.4,205,161,44.406,375.2,188,94.9,50.9,28.0,-64,0,0.98
IOT-0002774,SENS-0384,temperature,Transit,40.699212,-73.863801,2024-02-05 08:39:00,19.61,53.0,166,185,,523.4,247,81.3,44.1,52.4,-88,1,0.7
IOT-0002775,SENS-0198,energy,Mixed Use,40.857607,-74.042437,2023-02-16 04:02:49,23.91,57.3,305,113,19.665,263.1,290,107.2,40.7,39.7,-48,1,0.64
IOT-0002776,SENS-0255,traffic,Residential,40.844008,-73.886058,2024-11-10 22:14:18,22.23,25.1,441,13,31.709,323.9,,71.8,64.8,10.8,-65,0,0.87
IOT-0002777,SENS-0488,air_quality,Restricted,40.52329,-73.71181,2023-07-08 13:26:12,21.8,,182,175,13.747,,269,34.2,,73.8,-82,1,0.68
IOT-0002778,SENS-0031,water,Residential,40.52041,-73.852029,2023-08-05 15:10:36,19.1,52.2,275,65,16.217,467.1,121,69.1,60.9,82.3,-89,0,0.76
IOT-0002779,SENS-0366,temperature,Restricted,40.812376,-74.104746,2024-06-13 06:33:55,23.72,52.8,494,161,0.377,122.5,143,91.3,33.2,47.3,-65,0,0.7
IOT-0002780,SENS-0347,noise,Restricted,40.678526,-73.778156,2023-03-13 19:38:10,19.17,67.8,192,3,16.805,,262,76.2,31.7,29.9,-67,1,0.73
IOT-0002781,SENS-0307,parking,Green,40.577438,-74.198317,2024-03-10 04:28:17,29.78,61.2,132,43,23.093,725.2,146,94.6,78.1,78.3,-109,0,0.91
IOT-0002782,SENS-0254,energy,Green,40.906428,-73.892122,2024-12-16 20:41:44,20.26,94.1,278,57,30.491,701.6,284,38.9,65.1,62.5,-48,1,0.65
IOT-0002783,SENS-0293,parking,Government,40.50193,-73.746661,2023-03-28 15:06:01,22.02,28.4,209,169,4.097,28.6,270,90.5,99.9,86.8,-42,1,0.86
IOT-0002784,SENS-0292,temperature,Commercial,40.578824,-73.749581,2023-07-05 06:11:02,13.44,51.4,23,184,15.912,813.4,286,53.2,62.1,84.4,-45,1,0.75
IOT-0002785,SENS-0386,parking,Residential,40.872962,-73.732672,2024-03-08 00:48:20,35.43,45.0,3,,13.611,858.1,88,47.0,,85.6,-49,0,0.81
IOT-0002786,SENS-0460,energy,Transit,40.827294,-73.990142,2024-11-18 08:20:05,21.0,20.1,436,36,28.01,,126,35.9,89.1,62.5,-65,0,0.95
IOT-0002787,SENS-0276,temperature,Residential,40.572452,-73.836834,2024-11-12 12:32:55,9.43,46.6,-1,74,46.248,530.6,57,69.0,28.3,74.3,-65,1,0.98
IOT-0002788,SENS-0199,traffic,Transit,40.563891,-73.726799,2023-09-08 07:20:53,14.35,77.0,356,109,18.073,669.0,161,58.3,57.6,73.4,-109,0,0.69
IOT-0002789,SENS-0391,energy,Commercial,40.90672,-74.225206,2023-10-02 01:02:54,29.78,,496,,28.583,974.1,119,,40.4,24.5,-87,0,0.9
IOT-0002790,SENS-0154,pedestrian,Restricted,40.647433,-74.075541,2024-06-23 12:54:02,6.45,24.8,16,193,17.512,,24,30.5,4.7,67.7,-51,0,0.61
IOT-0002791,SENS-0121,water,Restricted,40.804146,-73.871741,2024-05-27 16:40:29,18.16,47.2,84,186,25.85,739.0,144,71.0,47.3,66.7,-51,0,0.99
IOT-0002792,SENS-0488,traffic,Residential,40.891266,-73.846963,2023-12-26 18:16:32,,73.8,494,3,36.926,612.4,69,42.6,34.9,77.3,-49,0,0.62
IOT-0002793,SENS-0339,parking,Green,40.701944,-74.062858,2024-08-14 17:17:27,17.97,67.2,121,143,17.345,412.2,130,48.2,26.6,73.5,-64,0,0.89
